season,player_id,player,position,adp_half_ppr,adp_pos_rank,p_clear_5_games,conditional_games,conditional_half_ppr_per_game,lightgbm_hurdle_raw,extra_trees_hurdle_raw,direct_half_ppr_raw,ridge_hurdle_raw,calibrated_affine_half_ppr,calibration_train_rows,calibration_slope,projected_half_ppr,projected_pos_rank,v6_direct_half_ppr_raw,sleeper_half_ppr_raw
2026,00-0038933,Dalton Kincaid,TE,87.3,10.0,0.9680155285649834,13.654097881593781,6.838702085460063,90.38971581293879,77.19756589215359,98.90299530056487,102.42469949716711,110.18052010100526,144,0.76766431154343,110.18052010100526,14,90.0039937340865,125.6
2026,00-0038996,Tucker Kraft,TE,63.4,5.0,0.9690758591292057,12.266083671484285,7.424905469998136,88.2581107168289,80.35760485650384,97.82625772747872,87.88931533658211,109.35394709324913,144,0.76766431154343,109.35394709324913,15,85.50167696997163,134.8
2026,00-0036040,Juwan Johnson,TE,110.3,17.0,0.9758872326486971,14.800312151229022,7.284159988401602,105.20829618498287,108.98963977381813,97.625964557678,66.705922271911,109.20018917494721,144,0.76766431154343,109.20018917494721,16,93.63461941023733,109.6
2026,00-0034383,Dalton Schultz,TE,106.2,16.0,0.9862544908688804,13.069549121938786,7.242927053061318,93.36061639532936,106.40697998524286,96.82626493375686,81.53746335445523,108.58628831370825,144,0.76766431154343,108.58628831370825,17,93.76835324500915,106.0
2026,00-0039793,AJ Barner,TE,132.6,23.0,0.9848724016346969,12.926962180354696,7.6390335679949715,97.25565528298915,102.25819183876489,96.32926183429086,72.40320021540941,108.20475677152173,144,0.76766431154343,108.20475677152173,18,90.63901577905449,113.4
2026,00-0038935,Brenton Strange,TE,111.6,18.0,0.9737864201210776,13.562612461707372,6.653400794106656,87.87204869970806,69.10363281789564,94.59387956408591,96.59983673873994,106.87256573580018,144,0.76766431154343,106.87256573580018,19,84.52517275211454,124.8
2026,00-0034351,Dallas Goedert,TE,103.7,13.0,0.9804691877314015,12.42791500646361,5.820353679434382,70.92210224811357,92.2580695596633,90.09539136259072,81.70139364258598,103.41923688761312,144,0.76766431154343,103.41923688761312,20,81.62718848345429,115.5
2026,00-0035229,T.J. Hockenson,TE,136.3,24.0,0.9736335798659891,14.706217991273736,5.746325191317354,82.27857146820467,82.81170442770866,87.20753076158593,80.73984715043038,101.20232936750939,144,0.76766431154343,101.20232936750939,21,81.94337434878123,103.0
2026,00-0037838,Isaiah Likely,TE,120.5,21.0,0.9712618031846072,14.670350815078246,5.5415527954877195,78.96020807531815,65.77200425531575,83.8973025760828,69.1569979736973,98.66118532643347,144,0.76766431154343,98.66118532643347,22,71.29640343477706,121.7
2026,00-0037809,Chig Okonkwo,TE,132.0,22.0,0.966875645576739,14.09448746551334,5.144016448633073,70.10068429221351,78.79796733671904,77.99459043869359,67.17971012584185,94.12988387724553,144,0.76766431154343,94.12988387724553,23,72.0261205849248,95.9
