season,week,player_id,player_display_name,position,team,opponent_team,lambda,p_ge1,p_ge2,p_book,n_books,fair_amer,book_amer,sleeper_half_ppr,scoring_tds,scored_anytime
2025,10,00-0032764,Derrick Henry,RB,BAL,MIN,0.9679516431374756,0.6201396687389269,0.2524532369320256,0.5918367346938775,8.0,-163,-145,15.56,0.0,0
2025,10,00-0036223,Jonathan Taylor,RB,IND,ATL,0.8498992090941031,0.5725419863420026,0.20924575861313433,0.7604017216642754,8.0,-134,-317,21.09,3.0,1
2025,10,00-0039139,Jahmyr Gibbs,RB,DET,WAS,0.8098662988430335,0.5550824517626005,0.19475872368126101,0.6015873015873017,8.0,-125,-151,18.18,3.0,1
2025,10,00-0037248,James Cook,RB,BUF,MIA,0.804182627104342,0.5525464864974228,0.19271214450185203,0.6491228070175439,7.0,-123,-185,17.41,0.0,0
2025,10,00-0038543,Jaxon Smith-Njigba,WR,SEA,ARI,0.725582822901431,0.5159576242528302,0.16474479085428362,0.5109995217599235,8.0,-107,-104,18.11,1.0,1
2025,10,00-0037840,Kyren Williams,RB,LA,SF,0.7197401082720936,0.5131212247152137,0.16269504227635734,0.5454545454545454,8.0,-105,-120,15.15,2.0,1
2025,10,00-0038542,Bijan Robinson,RB,ATL,IND,0.7194924158607632,0.5130006136007256,0.16260824855760236,0.5780290216326894,8.0,-105,-137,17.58,0.0,0
2025,10,00-0039040,De'Von Achane,RB,MIA,BUF,0.71274592770618,0.5097039701299435,0.1602474714695531,0.607843137254902,7.0,-104,-155,17.58,2.0,1
2025,10,00-0037256,Rachaad White,RB,TB,NE,0.710960321127435,0.508827712220352,0.15962370477163657,0.5454545454545454,7.0,-104,-120,13.81,0.0,0
2025,10,00-0036139,Rico Dowdle,RB,CAR,NO,0.6937398033591881,0.5002962236165174,0.15363182405039666,0.5918367346938775,7.0,-100,-145,15.48,1.0,1
2025,10,00-0036963,Amon-Ra St. Brown,WR,DET,WAS,0.6934541228440713,0.5001534475910812,0.1535327950337213,0.5943054641211323,8.0,-100,-146,18.08,1.0,1
2025,10,00-0035700,Josh Jacobs,RB,GB,PHI,0.6889626895529343,0.4979033708929971,0.15197752688797417,0.5983870967741935,8.0,101,-149,16.32,1.0,1
