season,week,player_id,player_display_name,position,team,opponent_team,lambda,p_ge1,p_ge2,p_book,n_books,fair_amer,book_amer,sleeper_half_ppr,scoring_tds,scored_anytime
2025,11,00-0039040,De'Von Achane,RB,MIA,WAS,0.9154367239616484,0.5996582509275621,0.23317071169161308,0.6376811594202898,8.0,-150,-176,22.18,0.0,0
2025,11,00-0037248,James Cook,RB,BUF,TB,0.8968246646007254,0.5921372933842538,0.2263559583204432,0.6226415094339623,7.0,-145,-165,15.69,1.0,1
2025,11,00-0038542,Bijan Robinson,RB,ATL,CAR,0.886022784261553,0.5877077284878776,0.22240738215318667,0.574468085106383,7.0,-143,-135,18.89,2.0,1
2025,11,00-0040734,TreVeyon Henderson,RB,NE,NYJ,0.8210611258550324,0.5600354510372576,0.1987976631296069,0.6000000000000001,8.0,-127,-150,15.95,3.0,1
2025,11,00-0032764,Derrick Henry,RB,BAL,CLE,0.8164419770473599,0.5579984884205864,0.19712990044876832,0.5555555555555556,7.0,-126,-125,15.15,1.0,1
2025,11,00-0033280,Christian McCaffrey,RB,SF,ARI,0.8164276719615062,0.5579921655057909,0.19712473820093712,0.7142857142857143,7.0,-126,-250,21.26,3.0,1
2025,11,00-0035700,Josh Jacobs,RB,GB,NYG,0.8088817514921653,0.554644193661604,0.1944040089933966,0.6875,7.0,-125,-220,18.95,0.0,0
2025,11,00-0037840,Kyren Williams,RB,LA,SEA,0.7761390499128098,0.5398206848495177,0.18265754839909487,0.5,7.0,-117,100,12.72,1.0,1
2025,11,00-0034844,Saquon Barkley,RB,PHI,DET,0.7636413145465846,0.5340333968787973,0.17820204753651536,0.509792142256398,8.0,-115,-104,14.19,0.0,0
2025,11,00-0037228,Jaylen Warren,RB,PIT,CIN,0.7444247241421226,0.5249925183085264,0.17138520478490693,0.607843137254902,7.0,-111,-155,14.29,0.0,0
2025,11,00-0040122,Ashton Jeanty,RB,LV,DAL,0.7186838939288265,0.5126067046954459,0.16232499335116657,0.5824616457461645,8.0,-105,-139,15.94,0.0,0
2025,11,00-0033293,Aaron Jones,RB,MIN,CHI,0.7069424101717737,0.5068502557424143,0.1582217869613628,0.4347826086956522,7.0,-103,130,12.15,0.0,0
2025,11,00-0036997,Javonte Williams,RB,DAL,LV,0.6805200250628392,0.4936463926783532,0.1490626231331671,0.6055088702147526,8.0,103,-153,16.81,0.0,0
2025,11,00-0036912,DeVonta Smith,WR,PHI,DET,0.6382585565654957,0.4717885260225618,0.13465303308038923,0.37037037037037035,8.0,112,170,12.61,0.0,0
2025,11,00-0036139,Rico Dowdle,RB,CAR,ATL,0.6170422613492736,0.46046210800112575,0.1275444270385202,0.5260663507109005,7.0,117,-111,16.15,0.0,0
2025,11,00-0036358,CeeDee Lamb,WR,DAL,LV,0.6123007774416991,0.45789782331551576,0.12596823907876875,0.47619047619047616,8.0,118,110,17.09,1.0,1
2025,11,00-0036963,Amon-Ra St. Brown,WR,DET,PHI,0.6101950973376316,0.4567551268933546,0.12526976866987583,0.4444444444444444,8.0,119,125,17.6,0.0,0
2025,11,00-0036322,Justin Jefferson,WR,MIN,CHI,0.5935928614863275,0.44766076288918166,0.11979613462139582,0.5,7.0,123,100,14.73,0.0,0
