season,week,player_id,player_display_name,position,team,opponent_team,lambda,p_ge1,p_ge2,p_book,n_books,fair_amer,book_amer,sleeper_half_ppr,scoring_tds,scored_anytime
2025,12,00-0032764,Derrick Henry,RB,BAL,NYJ,1.0782967931207472,0.6598255800711992,0.2930165939602627,0.6992311171415649,8.0,-194,-232,16.7,2.0,1
2025,12,00-0039139,Jahmyr Gibbs,RB,DET,NYG,0.9942415727135555,0.6299960407456016,0.2621227223862662,0.7726979207025702,8.0,-170,-340,20.61,3.0,1
2025,12,00-0038542,Bijan Robinson,RB,ATL,NO,0.9840976961900847,0.6262236653621922,0.2583912355547513,0.6116138763197587,8.0,-168,-157,18.79,0.0,0
2025,12,00-0037248,James Cook,RB,BUF,HOU,0.8860035820208457,0.5876998114764262,0.22240036757666992,0.5337970006520322,8.0,-143,-114,17.94,1.0,1
2025,12,00-0036963,Amon-Ra St. Brown,WR,DET,NYG,0.8469910068705865,0.5712970425995829,0.20818949306260548,0.5555555555555556,8.0,-133,-125,16.17,1.0,1
2025,12,00-0036973,Travis Etienne,RB,JAX,ARI,0.8444306992814803,0.570198024852894,0.2072600424268619,0.513379114373668,8.0,-133,-105,11.97,1.0,1
2025,12,00-0034844,Saquon Barkley,RB,PHI,DAL,0.8418571064649429,0.5690904649843769,0.2063262106879703,0.5293883155423661,8.0,-132,-112,15.48,0.0,0
2025,12,00-0033280,Christian McCaffrey,RB,SF,CAR,0.8104414357667332,0.5553382667012338,0.19496597313605735,0.7727272727272727,8.0,-125,-340,21.25,1.0,1
2025,12,00-0038134,Kenneth Walker III,RB,SEA,TEN,0.7878409352318624,0.5451742658357164,0.18684393406420885,0.45454545454545453,8.0,-120,120,12.69,0.0,0
2025,12,00-0037840,Kyren Williams,RB,LA,TB,0.7499492631256544,0.5276094802485534,0.17334055805341098,0.6131397785094284,8.0,-112,-158,12.5,0.0,0
2025,12,00-0040734,TreVeyon Henderson,RB,NE,CIN,0.6952823637361112,0.5010664526470441,0.154166756496238,0.47619047619047616,7.0,-100,110,13.65,0.0,0
2025,12,00-0036997,Javonte Williams,RB,DAL,PHI,0.6940694769566434,0.500460935606051,0.15374611846273178,0.5475020475020475,8.0,-100,-121,15.38,0.0,0
2025,12,00-0035685,David Montgomery,RB,DET,NYG,0.6678215972631758,0.48717549982425257,0.14470022300119512,0.5798022598870056,8.0,105,-138,11.01,0.0,0
2025,12,00-0036912,DeVonta Smith,WR,PHI,DAL,0.6492098329401927,0.477541556846252,0.1383563982482141,0.37386443046820406,8.0,109,167,13.28,0.0,0
2025,12,00-0033923,Kareem Hunt,RB,KC,IND,0.6442768158735412,0.47495789304011227,0.13668543616846052,0.5370271139213375,8.0,111,-116,12.08,1.0,1
2025,12,00-0038797,Emanuel Wilson,RB,GB,MIN,0.6345172460285033,0.4698086214597682,0.13339304808036456,0.5348837209302326,8.0,113,-115,13.36,2.0,1
2025,12,00-0036223,Jonathan Taylor,RB,IND,KC,0.6163209420532233,0.4600727885137277,0.12730434089033837,0.6899038461538461,8.0,117,-222,21.12,0.0,0
2025,12,00-0039075,Puka Nacua,WR,LA,TB,0.6025246556712733,0.4525721767549985,0.12273341604942933,0.5423125261834939,8.0,121,-118,16.26,0.0,0
2025,12,00-0037240,Jameson Williams,WR,DET,NYG,0.5949050282830126,0.4483850488007407,0.12022654065621274,0.399203187250996,8.0,123,150,11.81,0.0,0
2025,12,00-0038543,Jaxon Smith-Njigba,WR,SEA,TEN,0.582933841272975,0.4417418790843822,0.11631432823720822,0.5180023228803716,8.0,126,-107,16.98,2.0,1
2025,12,00-0040122,Ashton Jeanty,RB,LV,CLE,0.5801074085909581,0.4401617680996829,0.11539546216184604,0.4717400979083222,8.0,127,112,12.91,1.0,1
2025,12,00-0038597,Chase Brown,RB,CIN,NE,0.5592472051811603,0.4283607710347246,0.10867312986398092,0.5238095238095238,7.0,133,-110,15.04,0.0,0
2025,12,00-0039165,Zach Charbonnet,RB,SEA,TEN,0.5505299895963482,0.4233558860015234,0.10589600792114662,0.48900047824007653,8.0,136,104,10.5,1.0,1
2025,12,00-0036410,Tee Higgins,WR,CIN,NE,0.533481883492785,0.4134409204069337,0.10052227784583023,0.5,7.0,142,100,14.44,0.0,0
2025,12,00-0039067,Rashee Rice,WR,KC,IND,0.5245748177438969,0.40819306331049965,0.09774604735703107,0.46952496417943346,8.0,145,113,14.42,0.0,0
2025,12,00-0035676,A.J. Brown,WR,PHI,DAL,0.5175626170091427,0.40402861034831716,0.0955760982576167,0.4,8.0,148,150,13.29,1.0,1
2025,12,00-0033906,Alvin Kamara,RB,NO,ATL,0.517067866396104,0.40373368018551004,0.0954235263951746,0.37037037037037035,8.0,148,170,11.42,0.0,0
2025,12,00-0037228,Jaylen Warren,RB,PIT,CHI,0.5156263134845482,0.40287351089530443,0.09497938063427902,0.46511627906976744,8.0,148,115,11.83,1.0,1
2025,12,00-0033288,George Kittle,TE,SF,CAR,0.5126381390104868,0.40108652417842405,0.09406063450494917,0.46511627906976744,8.0,149,115,12.64,0.0,0
